REDCODE;ESCOLARIDAD_0;ESCOLARIDAD_1;ESCOLARIDAD_2;ESCOLARIDAD_3;ESCOLARIDAD_4;ESCOLARIDAD_5;ESCOLARIDAD_6;ESCOLARIDAD_7;ESCOLARIDAD_8;ESCOLARIDAD_9;ESCOLARIDAD_10;ESCOLARIDAD_11;ESCOLARIDAD_12;ESCOLARIDAD_13;ESCOLARIDAD_14;ESCOLARIDAD_15;ESCOLARIDAD_16;ESCOLARIDAD_17;ESCOLARIDAD_18;ESCOLARIDAD_19;ESCOLARIDAD_20;ESCOLARIDAD_21;Total
13113041001;13;4;2;7;18;5;48;4;30;18;43;18;254;44;131;148;151;502;12;119;17;21;1609
13113041002;6;2;1;9;13;0;19;15;43;16;56;29;277;40;119;127;175;679;20;127;19;28;1820
13113041003;27;0;4;4;11;4;23;2;13;12;53;15;260;31;143;153;185;825;23;183;24;44;2039
13113041004;5;1;2;2;5;7;19;4;15;17;45;22;294;47;119;172;239;694;34;153;30;33;1959
13113051001;13;0;1;3;8;1;10;5;20;12;31;22;198;38;95;120;194;892;40;256;40;53;2052
13113051002;7;2;2;6;17;6;17;7;37;14;36;33;251;30;149;143;210;1134;41;340;55;65;2602
13113051003;12;1;3;5;1;7;21;8;30;12;33;18;232;28;104;112;196;936;31;302;43;80;2215
13113051004;33;3;12;15;13;15;58;21;77;27;61;37;411;38;127;141;193;682;27;174;23;41;2229
13113061001;27;1;9;11;15;10;21;9;60;17;69;37;288;62;123;186;267;1391;78;495;68;93;3337
13113061002;26;5;4;9;12;10;21;5;37;15;42;23;282;41;140;155;292;1169;49;417;52;95;2901
13113061003;5;2;4;4;8;6;11;5;20;8;16;11;73;14;27;37;34;166;5;55;7;9;527
13113071001;37;7;11;13;32;14;57;20;63;38;132;62;621;70;225;208;262;834;19;117;18;31;2891
13113071002;98;45;76;107;126;74;224;71;279;136;247;138;1226;54;138;138;115;127;4;7;0;2;3432
13113071003;124;19;58;107;116;81;215;81;315;121;196;114;963;37;122;108;65;99;2;4;1;0;2948
13113071004;62;3;0;2;3;4;15;4;12;5;33;13;145;8;77;66;145;306;15;162;10;15;1105
13113071005;38;5;2;6;2;4;20;8;87;32;55;49;1251;47;429;186;100;107;4;12;2;1;2447
13113071006;65;23;33;75;66;57;160;60;298;85;183;75;924;34;97;92;62;111;1;7;1;1;2510
13113991999;0;0;0;3;0;0;6;0;5;2;2;3;15;1;3;5;3;10;0;0;0;3;61
13114011001;26;3;2;2;9;6;28;11;23;11;37;33;291;41;167;160;378;1169;74;410;41;61;2983
13114011002;27;7;7;19;44;13;73;7;55;30;108;54;453;50;187;202;245;838;41;192;20;30;2702
13114011003;26;0;0;3;5;0;7;2;13;15;30;12;173;28;106;130;258;886;72;342;45;58;2211
13114011004;5;0;0;0;4;1;18;2;7;6;17;7;123;19;47;51;89;469;17;120;11;17;1030
13114011005;8;2;1;3;2;4;16;3;11;5;19;7;119;25;68;97;162;712;50;216;28;25;1583
13114011006;4;0;0;0;2;3;9;2;7;7;29;10;132;16;55;93;132;585;38;148;15;14;1301
13114011007;9;1;0;1;3;0;11;2;7;11;21;21;171;19;75;104;190;951;73;278;36;34;2018
13114011008;16;0;1;3;8;3;9;3;6;8;33;22;191;39;101;115;259;889;41;370;28;62;2207
13114011009;7;1;1;5;9;1;17;1;23;10;48;16;231;52;163;168;341;795;62;262;45;18;2276
13114021001;11;1;0;6;10;2;40;9;38;15;34;28;335;34;139;163;243;1102;53;318;28;59;2668
13114021002;12;3;1;3;12;1;26;13;31;20;49;27;344;50;181;178;300;1189;69;295;26;42;2872
13114021003;6;1;2;4;1;4;18;8;15;12;29;24;248;21;94;140;185;746;27;185;20;35;1825
13114021004;13;0;3;4;4;4;17;5;24;19;55;20;283;34;144;170;258;1101;48;313;23;43;2585
13114031001;10;2;0;3;11;2;22;1;21;10;40;15;272;32;101;120;186;930;36;232;24;36;2106
13114031002;4;1;1;4;7;10;32;10;25;17;38;18;285;42;146;130;164;760;29;184;18;23;1948
13114031003;10;2;1;3;18;5;24;4;19;2;50;29;260;38;132;151;251;1035;50;241;16;27;2368
13114031004;13;6;0;0;6;3;12;2;19;10;43;13;190;26;90;99;174;915;42;342;23;54;2082
13114031005;8;1;3;2;4;6;12;4;21;13;39;18;185;33;87;113;189;918;39;257;18;48;2018
13114031006;11;0;6;4;1;4;14;4;11;10;32;9;133;21;77;96;138;857;45;256;9;32;1770
13114031007;10;0;1;2;2;1;5;2;13;10;20;7;116;16;60;59;141;655;26;194;18;31;1389
13114041001;18;6;4;7;14;15;31;10;50;15;73;30;311;32;136;143;273;1316;51;396;26;75;3032
13114041002;18;2;3;4;12;8;31;6;31;21;71;38;451;57;176;215;307;1306;54;272;29;46;3158
13114041003;32;4;12;14;33;17;48;18;103;31;122;58;584;64;158;242;321;1648;69;418;29;73;4098
13114051001;13;1;1;2;8;9;24;6;26;16;47;32;319;43;141;201;288;1146;60;309;36;55;2783
13114051002;16;1;2;6;13;9;29;7;25;28;82;35;404;78;154;225;334;1111;44;223;23;22;2871
13114051003;13;3;0;1;13;2;15;2;14;13;39;20;224;24;97;119;182;869;31;221;18;20;1940
13114051004;24;3;3;3;15;5;22;8;31;12;66;16;293;59;144;139;249;735;18;181;16;30;2072
13114061001;12;4;3;5;6;7;23;9;31;13;78;34;427;45;172;181;193;933;25;179;16;31;2427
13114061002;19;1;2;3;5;2;31;6;29;9;59;18;329;46;151;166;240;784;27;146;14;26;2113
13114071001;98;33;62;101;100;79;189;60;308;122;197;105;1059;37;170;148;137;402;11;60;2;13;3493
13114071002;17;0;7;12;8;17;31;10;57;16;44;30;257;28;113;119;192;1138;37;313;32;61;2539
13114071003;13;2;3;1;12;6;32;7;31;17;46;25;387;60;182;196;227;1034;33;240;30;45;2629
13114071004;10;2;5;6;19;4;37;12;37;14;50;24;292;39;144;169;262;1470;77;641;65;81;3460
13114081001;15;0;3;3;6;4;22;11;26;22;45;22;336;40;149;181;224;954;25;148;17;31;2284
13114081002;16;0;0;3;8;3;26;6;27;26;61;17;363;54;176;185;263;1070;27;211;36;35;2613
13114081003;32;0;2;1;3;4;20;7;17;18;60;22;316;59;160;206;269;1092;35;235;23;32;2613
13114081004;11;2;6;6;21;7;39;16;31;40;65;52;515;58;210;234;293;1017;18;163;18;26;2848
13114081005;12;2;0;12;9;2;41;10;51;38;79;28;495;47;212;197;206;660;22;103;10;16;2252
13114091001;7;1;1;1;4;1;14;9;22;24;78;29;383;51;150;195;309;1029;46;199;29;25;2607
13114091002;15;1;8;2;16;4;46;3;32;29;76;36;386;50;163;172;246;1128;34;231;23;45;2746
13114091003;13;2;0;2;13;1;40;11;25;12;57;25;400;42;165;134;222;1112;21;264;21;50;2632
13114091004;9;3;3;5;5;2;24;5;23;14;68;28;285;47;150;187;304;1173;56;326;28;41;2786
13114101001;26;1;2;2;11;7;31;5;19;13;84;34;354;33;128;153;284;1197;63;290;46;58;2841
13114101002;5;1;3;5;5;4;29;8;19;16;47;23;311;42;108;143;230;1085;54;257;19;34;2448
13114101003;8;1;1;2;1;2;23;8;17;19;48;23;345;65;160;202;270;1095;41;231;34;31;2627
13114101004;22;3;1;3;6;9;26;5;29;26;80;36;408;58;138;172;266;1245;30;283;22;47;2915
13114101005;23;2;2;7;10;8;28;7;24;34;79;28;390;37;189;220;325;1284;72;306;47;64;3186
13114111001;9;0;3;3;12;4;15;3;14;10;37;28;220;45;114;135;223;1097;79;315;24;41;2431
13114111002;10;1;1;4;4;5;29;6;27;21;55;18;334;37;183;131;225;1124;28;214;19;28;2504
13114111003;8;1;2;7;11;4;16;12;22;11;55;26;295;54;155;156;211;1151;56;281;21;47;2602
13114111004;13;0;5;4;10;9;15;4;17;7;36;14;191;34;91;113;191;1017;40;223;21;36;2091
13114111005;7;0;1;7;7;3;21;7;13;9;33;23;244;21;92;108;204;784;27;201;19;38;1869
13114111006;19;0;0;3;2;5;19;3;23;12;53;19;219;42;109;158;203;933;43;254;26;48;2193
13114111007;19;0;6;6;14;6;19;8;29;10;50;24;316;32;109;130;169;839;42;230;20;29;2107
13114121001;12;3;4;6;15;6;23;3;24;5;39;10;174;25;72;88;147;890;59;298;31;60;1994
13114121002;8;2;1;5;4;7;22;1;18;11;55;17;269;45;115;140;213;1099;55;360;30;42;2519
13114121003;7;1;3;3;4;6;21;1;10;15;48;24;264;49;121;145;184;977;34;236;23;46;2222
13114121004;8;0;1;4;4;3;15;3;11;12;53;27;231;41;102;110;141;617;43;155;14;32;1627
13114121005;8;1;2;4;12;8;21;11;26;16;61;23;323;47;143;190;217;939;53;225;38;48;2416
13114121006;10;0;5;6;8;6;31;6;12;22;60;37;287;32;80;127;156;830;28;208;17;24;1992
13114121007;14;0;2;2;1;3;22;2;12;8;39;19;251;35;112;147;187;1070;56;291;23;61;2357
13114131001;42;0;3;4;9;6;23;9;23;10;45;12;208;22;63;62;152;696;50;235;21;55;1750
13114131002;8;1;2;7;2;1;12;8;9;9;28;9;140;21;41;49;140;740;35;206;11;27;1506
13114131003;5;0;1;2;7;2;23;8;17;14;24;17;146;19;55;93;168;737;38;203;6;26;1611
13114131004;11;0;4;3;5;2;13;5;24;8;37;18;201;20;81;100;173;920;66;302;23;45;2061
13114131005;25;2;5;3;15;8;36;9;42;13;70;29;313;39;99;115;253;962;49;307;43;79;2516
13114131006;16;3;2;4;6;6;26;12;34;15;68;30;314;32;91;136;193;1044;41;320;31;68;2492
13114131007;10;1;4;2;11;5;16;7;17;8;33;28;207;19;57;103;182;903;58;344;22;57;2094
13114131008;15;1;3;3;6;3;20;7;26;23;64;24;229;36;113;136;211;900;50;270;27;40;2207
13114131009;23;1;2;2;9;1;14;6;17;11;30;21;228;31;91;122;215;776;40;256;17;38;1951
13114131010;30;0;1;1;6;2;19;3;12;8;38;20;198;13;82;87;166;816;44;284;13;40;1883
13114141001;76;17;40;102;94;78;218;60;241;97;174;122;1166;88;226;238;205;408;6;34;5;5;3700
13114141002;49;19;30;77;85;47;143;60;181;71;152;98;909;32;134;132;98;212;3;16;0;2;2550
13114141003;36;16;33;42;56;53;86;68;335;110;194;104;1043;41;155;159;134;451;16;193;4;30;3359
13114141004;46;24;42;60;73;38;134;43;145;62;127;82;615;28;128;126;82;184;1;11;3;1;2055
13114151001;19;2;2;11;12;7;26;12;49;13;49;20;289;47;184;234;339;1700;91;484;58;85;3733
13114151002;15;0;5;9;28;9;25;6;51;23;42;18;236;43;133;156;230;1199;97;463;42;67;2897
13114151003;8;2;3;5;17;6;16;8;38;9;51;27;220;35;100;171;215;1197;59;367;35;53;2642
13114161001;20;3;3;2;10;9;26;5;23;14;64;27;349;48;140;165;268;946;35;254;26;70;2507
13114161002;13;2;1;5;11;6;21;4;33;11;19;12;157;13;56;61;85;545;32;177;7;47;1318
13114161003;17;0;10;5;23;11;33;11;58;18;56;27;370;40;89;117;184;1018;55;341;45;64;2592
13114161004;46;1;4;3;12;10;36;9;47;32;118;44;513;50;185;209;326;902;21;174;21;37;2800
13114991999;5;0;2;0;0;0;3;0;2;2;6;2;38;2;11;8;16;66;2;18;1;1;185
13115011001;11;2;3;8;13;13;35;19;75;27;49;23;312;22;97;125;261;1170;66;376;30;49;2786
13115011002;22;0;2;4;13;13;23;16;30;15;53;21;287;23;101;120;230;1017;38;347;26;56;2457
13115011003;19;2;4;3;7;3;16;6;22;10;50;22;243;21;76;92;142;755;24;210;16;38;1781
13115011004;32;11;20;41;72;48;117;43;181;58;117;71;755;56;168;180;213;721;11;192;6;19;3132
13115011005;4;3;2;2;12;6;17;5;23;8;29;21;144;12;56;73;119;583;29;193;25;20;1386
13115011006;3;1;1;3;5;7;13;7;30;12;26;12;204;33;124;118;228;1100;62;378;38;28;2433
13115011007;8;3;6;8;12;18;36;13;56;14;41;29;220;34;101;109;196;1058;61;342;21;39;2425
13115011008;15;8;8;18;14;22;50;21;91;29;80;50;427;36;117;162;282;1476;49;452;32;66;3505
13115011009;16;1;5;7;7;14;23;15;38;15;39;14;229;28;78;95;181;1015;31;331;12;33;2227
13115011010;28;3;7;7;20;16;33;22;77;24;64;41;332;37;140;132;263;1734;72;597;42;83;3774
13115011011;11;1;2;6;9;5;20;8;51;12;27;12;171;16;86;88;143;841;79;382;33;35;2038
13115011012;29;5;4;12;20;12;31;15;52;18;65;38;326;35;119;140;301;1273;56;416;26;72;3065
13115012005;0;0;0;1;1;0;1;1;5;2;2;1;5;1;0;0;0;0;0;0;0;0;20
13115021001;39;12;32;50;69;42;98;41;183;66;110;65;508;31;70;90;148;382;11;75;3;9;2134
13115021002;30;5;18;24;38;35;64;29;117;46;80;57;506;38;127;179;308;1040;21;264;13;57;3096
13115021003;41;4;8;13;23;23;44;32;88;49;79;36;420;46;136;162;195;791;22;187;13;30;2442
13115021004;19;3;8;6;11;15;32;8;23;12;31;11;178;12;40;48;64;240;3;49;5;6;824
13115021005;68;37;32;82;106;98;164;79;408;137;235;131;976;45;108;105;71;121;2;6;0;0;3011
13115022001;0;0;0;1;1;0;1;0;1;0;0;0;6;1;1;4;8;31;0;4;0;0;59
13115022901;1;0;0;4;3;1;3;2;6;4;3;1;10;1;2;2;4;6;0;2;0;0;55
13115032002;3;0;1;2;1;1;4;5;9;7;9;5;30;0;0;1;1;4;0;2;0;0;85
13115032003;3;0;0;0;1;1;0;2;10;3;1;0;24;0;0;1;1;0;0;0;0;0;47
13115032004;0;0;1;0;0;0;0;2;2;0;2;1;4;0;2;0;0;0;0;0;0;0;14
13115032006;7;1;1;2;0;3;8;8;48;24;54;37;797;29;119;144;73;92;0;5;0;0;1452
13115032007;1;1;4;6;3;2;7;11;14;1;6;9;32;1;3;2;6;19;2;3;0;0;133
13115032008;0;0;1;2;4;2;1;6;24;3;13;8;43;2;4;2;0;5;0;0;0;0;120
13115032901;3;0;2;2;1;2;4;2;19;2;4;15;81;0;5;5;2;11;0;3;0;0;163
13115041001;60;37;31;46;66;34;160;48;254;83;154;98;1187;44;148;145;219;341;2;49;3;7;3216
13115041002;43;13;25;41;56;48;132;55;229;89;155;82;755;35;109;73;84;154;3;14;3;0;2198
13115041003;59;9;27;57;83;57;140;60;208;66;120;64;676;31;84;107;116;458;26;146;12;21;2627
13115041004;26;5;8;19;16;15;28;8;41;19;42;23;334;40;160;199;351;1513;61;607;50;92;3657
13115041005;71;30;52;107;113;84;219;100;399;157;254;130;1093;56;114;95;57;90;0;4;0;0;3225
13115991999;0;0;1;0;3;0;1;0;2;1;0;0;3;0;0;1;5;7;0;1;0;0;25
13116011001;102;31;60;107;105;82;244;85;338;150;217;148;1031;29;69;61;46;62;0;0;0;0;2967
13116011002;54;18;36;75;83;50;127;62;247;95;136;112;735;23;65;55;46;83;0;4;0;0;2106
13116011003;103;32;72;101;111;88;199;78;352;131;198;103;794;23;68;59;35;53;0;0;0;0;2600
13116011004;74;62;60;93;143;75;144;116;475;162;213;135;747;17;47;28;23;28;0;0;0;0;2642
13116011005;59;22;37;52;62;59;139;54;161;80;122;80;715;19;67;58;44;100;1;4;0;0;1935
13116021001;107;43;84;123;170;107;265;115;406;194;287;220;1157;32;90;68;34;78;0;3;0;0;3583
13116021002;83;33;46;96;144;75;238;92;377;185;274;181;1142;38;83;94;69;74;0;7;1;0;3332
13116031001;105;31;53;109;142;85;235;101;385;181;264;139;906;25;79;65;31;68;0;3;0;0;3007
13116031002;94;27;56;92;127;83;187;102;382;147;238;145;765;25;51;56;36;49;0;3;0;0;2665
13116031003;99;29;42;84;113;83;189;94;379;126;196;118;773;24;64;76;51;51;0;2;0;0;2593
13116031004;92;36;31;67;90;61;111;71;206;108;159;97;485;9;29;30;21;21;0;1;0;0;1725
13116041001;75;19;40;65;72;68;163;66;257;131;221;108;833;24;71;65;43;70;0;4;0;0;2395
13116041002;56;13;27;56;57;56;141;56;222;92;161;112;966;28;82;53;49;90;0;2;0;0;2319
13116041003;78;21;32;71;87;97;166;87;334;126;215;99;777;22;53;59;37;65;1;2;0;0;2429
13116041004;84;45;70;81;130;89;206;95;363;114;235;97;841;29;56;77;40;76;0;2;0;0;2730
13116051001;31;10;15;42;52;29;82;30;122;61;125;58;544;17;50;49;45;50;1;2;0;0;1415
13116051002;74;25;43;60;81;56;177;66;247;99;157;106;780;19;63;56;47;62;1;2;2;0;2223
13116061001;45;15;25;48;65;39;123;52;210;92;150;66;657;10;46;49;36;63;2;4;0;1;1798
13116061002;88;25;38;78;80;88;167;78;290;135;185;126;794;24;75;58;30;78;0;4;0;0;2441
13116061003;47;16;49;76;61;64;147;64;264;120;183;93;766;14;54;43;49;49;0;3;0;0;2162
13116071001;21;15;48;55;48;30;116;34;131;55;166;84;901;12;64;84;98;128;0;9;1;2;2102
13116071002;28;10;10;29;44;28;124;51;152;80;165;91;837;25;86;100;91;99;1;7;0;0;2058
13116071003;94;39;64;101;139;115;225;109;449;191;255;167;984;33;77;61;39;62;0;3;0;1;3208
13116071004;94;39;51;102;104;82;222;90;354;139;236;140;1185;36;105;111;47;97;0;4;0;0;3238
13116071005;2;0;0;0;3;1;1;2;0;2;2;0;1;0;0;0;0;1;0;0;0;0;15
13116991999;0;2;0;0;2;4;5;2;8;2;3;3;22;0;3;0;3;1;0;0;0;0;60
13117011001;52;12;26;42;63;56;147;56;243;79;155;96;755;27;95;87;78;97;1;12;1;2;2182
13117011002;55;23;25;43;60;52;163;72;253;79;169;97;864;45;110;95;61;128;1;6;1;2;2404
13117011003;51;15;26;46;80;38;133;39;241;83;113;94;763;26;73;78;67;126;2;5;0;1;2100
13117011004;32;20;29;50;70;34;105;41;194;77;152;102;618;22;50;65;46;69;1;4;1;0;1782
13117021001;31;9;19;45;40;39;104;43;274;85;155;90;649;19;61;73;44;63;0;1;0;0;1844
13117021002;43;15;18;35;40;36;91;43;135;45;102;55;483;23;50;56;40;63;0;3;0;0;1376
13117021003;22;3;12;19;35;31;80;28;163;72;118;96;804;20;70;77;51;80;1;5;1;0;1788
13117021004;40;12;33;58;71;31;144;58;236;96;181;94;718;20;60;57;49;81;1;9;0;0;2049
13117021005;52;21;50;53;73;64;145;60;238;110;154;105;841;49;81;119;39;69;0;0;1;0;2324
13117031001;76;27;38;72;135;72;197;56;281;113;208;127;807;33;82;109;63;85;0;7;1;0;2589
13117031002;29;13;27;34;46;32;102;25;169;49;84;71;496;13;64;56;21;69;0;4;1;0;1405
13117031003;18;6;21;27;37;30;118;28;114;64;111;51;549;29;108;116;99;164;1;11;1;2;1705
13117031004;96;10;25;66;71;40;108;43;186;68;105;52;573;28;49;63;37;45;0;3;0;3;1671
13117031005;57;16;30;59;69;45;159;55;201;90;147;91;683;23;59;62;57;87;1;8;0;0;1999
13117031006;26;16;22;29;39;31;118;37;133;54;126;75;574;24;61;73;41;78;1;6;1;1;1566
13117041001;64;30;32;85;98;68;194;69;231;94;214;116;918;41;108;103;74;125;5;7;0;0;2676
13117041002;53;6;27;44;53;39;131;46;183;82;132;73;538;26;66;66;32;50;1;1;1;0;1650
13117041003;53;13;15;54;73;27;181;53;193;95;204;106;898;38;141;150;116;240;1;23;2;2;2678
13117041004;20;3;9;15;29;15;69;28;56;51;115;67;569;47;164;198;222;415;7;45;4;11;2159
13117041005;41;9;24;44;53;36;95;46;184;74;92;82;671;26;83;89;58;102;0;2;1;1;1813
13117051001;75;22;38;59;103;57;182;87;288;119;200;106;919;48;98;104;58;102;1;4;0;1;2671
13117051002;85;23;32;104;104;93;186;71;313;134;206;109;716;33;59;60;30;40;2;3;0;0;2403
13117051003;32;14;20;41;56;34;154;45;185;79;144;91;805;29;125;138;77;187;0;6;0;1;2263
13117051004;50;11;46;53;79;75;152;59;220;114;212;160;883;37;75;99;47;61;0;4;2;0;2439
13117061001;70;11;38;64;81;54;145;59;227;78;123;100;564;18;34;40;24;46;0;1;0;0;1777
13117061002;84;13;30;47;38;37;131;39;177;76;159;89;794;46;97;98;64;149;1;6;0;0;2175
13117061003;31;9;15;37;36;40;99;33;136;64;89;52;376;10;38;38;19;36;0;1;0;0;1159
13117071001;10;2;4;14;9;18;48;11;43;25;45;25;238;18;49;62;45;97;1;11;2;0;777
13117071002;60;14;19;48;52;38;93;46;126;58;91;74;497;18;67;58;41;74;3;5;0;1;1483
13117071003;53;23;28;71;70;43;136;49;185;84;118;56;608;21;73;45;26;80;0;2;0;0;1771
13117071004;48;14;22;41;67;38;117;37;196;55;124;62;637;16;80;57;53;73;0;7;1;1;1746
13117991999;4;2;0;5;10;3;12;5;24;11;14;11;52;2;7;16;4;10;0;2;1;0;195
13118011001;81;13;24;37;67;44;112;40;233;90;156;102;766;60;155;191;216;695;7;94;6;13;3202
13118011002;139;32;55;117;129;90;225;98;390;171;280;152;1042;33;107;102;76;111;1;8;2;1;3361
13118011003;38;5;15;28;40;12;78;29;106;53;140;66;718;74;225;305;314;910;15;131;15;34;3351
13118011004;45;8;25;38;59;31;64;34;154;56;132;40;488;30;110;115;120;348;8;31;4;4;1944
13118021001;39;0;7;9;12;5;32;9;59;29;92;60;543;58;202;244;379;1263;35;174;24;32;3307
13118021002;76;8;41;50;54;33;162;51;178;98;203;108;977;72;227;230;228;683;7;82;10;14;3592
13118021003;11;9;11;17;20;17;63;21;97;38;92;55;525;35;124;142;111;339;4;47;3;5;1786
13118021004;30;7;8;8;36;12;90;28;77;38;132;70;741;43;233;241;224;820;11;104;18;26;2997
13118021005;66;13;40;53;59;59;108;57;188;85;116;67;524;17;59;88;58;148;5;13;4;2;1829
13118021006;13;3;11;14;20;21;54;18;116;48;108;56;693;25;87;114;100;106;2;9;1;2;1621
13118021007;34;14;14;21;37;35;112;42;197;77;222;99;1055;68;209;241;220;353;10;37;3;10;3110
13118031001;26;6;17;25;36;36;118;39;128;79;173;79;832;100;271;307;248;668;15;57;9;11;3280
13118031002;56;29;45;63;77;67;179;69;197;91;212;116;1030;57;157;178;117;262;3;21;3;1;3030
13118031003;37;11;16;27;45;42;97;32;146;59;130;78;707;42;128;150;111;240;3;12;2;2;2117
13118031004;25;9;10;14;22;21;79;19;61;44;96;69;490;44;150;194;181;478;10;48;6;7;2077
13118031005;9;3;2;9;13;9;52;17;69;43;116;50;599;42;211;217;238;699;21;98;12;30;2559
13118031006;30;9;9;25;38;13;89;26;88;48;126;53;531;42;118;159;125;289;6;29;5;6;1864
13118041001;17;1;9;6;16;7;36;12;49;23;77;39;456;42;135;211;254;547;7;54;10;26;2034
13118041002;39;7;27;37;38;46;121;33;169;72;141;94;742;55;132;163;154;235;10;20;3;2;2340
13118041003;44;25;17;54;57;46;146;49;170;130;160;87;923;65;142;134;122;219;4;20;3;2;2619
13118041004;52;7;24;48;53;39;104;37;130;67;128;76;589;51;115;159;154;339;2;36;4;8;2222
13118041005;69;14;32;55;73;51;120;42;166;66;133;83;732;49;133;114;109;193;0;21;1;3;2259
13118051001;0;0;0;0;0;0;0;0;0;0;2;2;14;1;0;2;1;3;0;0;0;0;25
13118051002;9;2;2;12;11;10;34;10;32;22;42;34;321;41;127;136;195;461;9;72;7;13;1602
13118051003;45;2;3;4;7;9;41;20;50;32;64;42;394;28;116;151;143;379;2;55;6;8;1601
13118051004;10;0;6;8;11;11;31;8;35;35;46;28;401;47;158;177;253;664;11;103;9;20;2072
13118051005;24;2;5;17;37;13;50;24;83;45;129;70;704;63;218;252;208;531;10;57;1;10;2553
13118061001;61;14;35;39;72;42;134;56;186;111;158;107;883;48;184;116;123;276;3;16;2;4;2670
13118061002;40;13;28;35;49;44;107;54;188;73;144;87;893;46;94;98;110;153;1;14;1;4;2276
13118061003;61;23;29;48;89;61;127;42;191;85;148;86;779;45;105;107;116;156;0;25;2;2;2327
13118061004;12;1;13;15;22;16;55;17;81;36;102;59;647;57;183;225;175;396;9;39;3;12;2175
13118061005;44;7;5;20;18;10;49;18;61;23;65;43;428;26;90;98;87;228;3;24;3;9;1359
13118061006;36;10;20;17;24;22;80;27;107;46;97;64;531;35;133;105;93;271;4;29;6;5;1762
13118991999;2;2;1;0;8;3;8;5;24;5;8;8;74;3;6;7;8;18;0;4;0;0;194
13119011001;32;6;8;13;15;21;59;22;77;55;111;41;526;32;121;130;157;356;1;36;5;5;1829
13119011002;43;30;21;39;84;38;125;32;149;74;226;91;982;55;235;187;214;521;4;44;6;8;3208
13119011003;29;7;13;24;41;24;77;26;101;39;117;41;580;27;105;82;108;189;6;18;2;5;1661
13119011004;20;7;10;12;37;20;70;34;88;28;86;42;772;48;173;189;181;357;2;28;2;7;2213
13119011005;6;1;5;5;13;5;57;12;36;35;73;22;473;23;118;107;112;309;1;40;2;4;1459
13119021001;46;9;20;59;82;43;205;48;202;104;178;93;983;59;130;161;135;262;4;26;0;3;2852
13119021002;55;13;23;43;75;40;129;45;152;83;138;54;818;30;142;121;99;197;1;11;2;3;2274
13119021003;21;10;27;34;62;24;116;39;198;101;180;135;1223;53;146;165;101;171;2;14;3;6;2831
13119021004;16;7;9;15;55;16;68;20;117;47;144;99;1040;65;275;333;245;500;9;37;9;6;3132
13119021005;19;8;6;14;18;13;99;30;89;58;116;58;873;88;328;344;287;668;12;83;8;6;3225
13119021006;28;11;24;35;78;41;147;51;191;71;232;116;1282;87;281;296;211;472;4;27;4;3;3692
13119021007;51;2;13;20;31;24;63;34;178;67;127;84;893;41;93;93;65;94;0;4;0;2;1979
13119021008;69;3;14;26;44;33;67;29;167;73;139;63;873;55;196;237;145;236;1;21;3;1;2495
13119021009;30;12;14;29;42;28;103;63;289;105;214;129;1273;71;121;150;80;105;1;2;1;0;2862
13119021010;26;3;20;26;29;20;113;44;158;98;199;130;1238;86;247;260;192;332;5;35;3;2;3266
13119031001;28;9;17;38;29;22;136;32;132;70;104;49;604;29;82;123;104;173;1;14;4;0;1800
13119031002;36;12;35;35;71;38;122;38;164;90;163;90;679;27;80;85;49;62;2;5;0;1;1884
13119031003;36;13;22;39;42;30;137;40;124;68;116;76;652;37;121;132;82;215;5;20;0;3;2010
13119031004;69;20;30;54;68;47;140;61;211;82;134;72;562;16;74;64;52;97;2;5;0;0;1860
13119031005;47;5;8;14;23;23;62;24;79;60;123;66;462;32;126;127;95;179;2;11;3;2;1573
13119041001;12;2;3;6;5;6;21;7;30;13;24;11;121;1;11;1;7;10;0;0;0;0;291
13119051001;2;2;3;0;6;0;4;1;13;2;7;2;16;0;2;1;2;1;0;1;0;0;65
13119051002;9;6;0;14;16;14;37;20;110;58;145;60;1095;73;201;195;133;176;4;13;2;0;2381
13119051003;10;7;8;10;23;23;35;25;97;33;65;37;623;36;84;102;69;95;3;6;0;2;1393
13119051004;13;2;1;7;9;6;18;13;39;20;57;41;571;51;175;189;216;355;2;22;4;2;1813
13119051005;46;8;18;40;57;52;137;76;327;120;269;147;1432;81;213;208;134;213;2;15;3;0;3598
13119051006;29;9;12;33;48;32;94;44;248;99;262;126;1336;77;182;163;127;173;0;11;0;2;3107
13119051007;21;14;14;27;26;33;104;47;204;94;186;108;1082;72;158;165;103;191;4;8;3;0;2664
13119051008;42;8;12;23;41;18;47;23;129;43;115;83;1019;65;247;256;243;376;5;54;6;4;2859
13119051009;18;7;10;9;14;9;49;13;72;46;112;65;937;62;230;233;156;268;3;19;4;0;2336
13119061001;34;9;19;31;62;46;164;58;190;104;244;115;1047;61;227;233;222;377;6;34;0;5;3288
13119061002;30;5;21;35;42;22;114;38;153;70;210;127;1123;66;234;226;241;432;5;33;3;5;3235
13119071001;58;15;39;54;84;64;123;74;290;102;183;102;937;14;66;44;41;56;0;5;0;0;2351
13119071002;48;16;33;53;76;72;161;93;351;154;246;133;1192;49;112;93;76;62;1;2;0;1;3024
13119071003;30;13;12;32;61;32;106;51;282;115;193;138;1194;55;121;116;94;103;4;4;2;0;2758
13119071004;20;7;13;16;30;17;78;27;136;56;153;98;1218;62;243;238;188;300;4;26;2;2;2934
